"🏆 See where the young Reds will be travelling, as we begin the defence of our #FAYouthCup title...

#MUFC || #MUAcademy"
"Sending good vibes to @ManUtdWomen ahead of our big #WSL clash with Arsenal tomorrow! 🙌

#MUFC || #MUWomen"
"A first United Player of the Month award for @AGarnacho7 🏅

#MUFC https://t.co/jG4SgZyZwx"
"Eight iconic #WorldCup moments.
One winner.

Featuring haircuts, celebrations and controversial moments... 👀⬇️

#MUFC"
"Our newest fan channel is live 👀

Join our @Discord for signed United prizes, giveaways and more 👇

#TalkUnited || #ImagineAPlace"
"A record to be proud of 🧬

#MUFC || #MUAcademy"
"ℹ️ Club statement.

#MUFC"
"Charge up over the winter break 🔋

#MUFC"
"4️⃣ appearances
2️⃣ goals
2️⃣ assists

Well played, @AGarnacho7 👏

#MUFC"
"🌟 A starring role in November...

You've voted @AGarnacho7 as our Player of the Month! 👏

#MUFC || #MUAcademy https://t.co/jybjoF5VlI"
"Our Great Dane 🇩🇰

Wishing @PSchmeichel1 a very happy birthday 🎈

#MUFC https://t.co/xrENsJ9pjS"
"Keeping a clear head is key to performing at his best 🧠

💯 @MarcusRashford

#MUFC"
"🎥 Coming up in today's United Daily... 

@MarcusRashford, Marc Skinner, @Z10ane and much more! 🙌

#MUFC"
"🌍 Discover our newest fan channel: @Discord. 

Talk all things United with Reds around the world — learn more below 👇

#TalkUnited || #ImagineAPlace"
"Ahead of next month's winter training camp, @HecoDubravka could represent his country in a friendly 🧤

🇲🇪 🆚 🇸🇰 (17:00 GMT)

#MUFC https://t.co/LXLrhHkU6s"
"Train well, travel well 👊

#MUFC"
"Always a Red ❤️

#MUFC || @MarcusRashford https://t.co/cSDdBHGzA5"
"⚽️⚽️⚽️⚽️⚽️⚽️⚽️⚽️
🅰️🅰️🅰️

It's been a productive season so far for @MarcusRashford! 💪

#MUFC"
"🔥 History awaits for @ManUtdWomen in December 🔜

#MUFC || #ChangeTheGame"
"The best moments are yet to come 👊

@MarcusRashford 🤝 @DanielWebber81

#MUFC"
"Wishing you a brilliant birthday, @LuisNani 🎈

#MUFC https://t.co/kngMWID0lS"
"💯 @MarcusRashford 🌟

#MUFC"
"🗓️ The Manchester derby and our trip to Arsenal in January have both been rescheduled. 

#MUFC || #PL"
"Home is where the heart is 🔴

#MUFC"
"🌍 Catch all the Reds in action...

Your ultimate United guide to the #WorldCup group stages! 📋

#MUFC"
"🏟️ Manchester United is delighted to be included by the FA as part of the preliminary bid by the UK &amp; Ireland to host the UEFA Euro 2028 tournament.

#MUFC"
"🔴 United x @Discord 💬

➖ Exclusive giveaways
➖ Matchday watchalongs
➖ Digital collectibles info
➖ Your channel, your rules

#TalkUnited || #ImagineAPlace"
"Three of our Reds could feature in international friendly action this evening...

🇹🇷 🆚 🏴󠁧󠁢󠁳󠁣󠁴󠁿 (17:00 GMT)
🇲🇽 🆚 🇸🇪 (19:30 GMT)

#MUFC https://t.co/1a8XP0xn3M"
"🔋 Same energy.

💪 Licha x Vida 👊

#MUFC || #PL https://t.co/odL8934yni"
"🔊 ""No fear. Fighting for the team. Really good quality."" 💪

🇧🇬 Berba has compared our no.6 to a United legend... 

#MUFC || @LisandrMartinez"
"7️⃣1️⃣8️⃣ appearances ✔️
1️⃣5️⃣5️⃣ goals ⚽
7️⃣5️⃣ assists 🎯

Join us in wishing Scholesy a happy birthday! 🎉

#MUFC https://t.co/IWfa63tNKS"
"The Reds are returning to action sooner than you think 🇪🇸⬇️

#MUFC"
"💭 @ChrisEriksen8 names two Old Trafford matchdays as his highlights of the season so far... 🏟

#MUFC"
"📕 A host of #MUWomen stars adorn the cover of December's Inside United, as we build up to @ManUtdWomen's Old Trafford showpiece in December ⤵️

#MUFC"
"That was an away day! 🔥

#MUFC || #PL"
"D-I-O-G-O 🗣

🎨 Desraarya [IG]

#MUFC || @DalotDiogo https://t.co/7Sq5R7vVRD"
"Bruno, Bruno, Bruno 🎶

✏️ @Llewellyn_Art

#MUFC || @B_Fernandes8 https://t.co/IHVThHFbKF"
"Bringing the heat 🌶️

🎨 @DamienDraws

#MUFC || @AGarnacho7 https://t.co/hvSs9SyBOd"
"🗣️ “The learning never really stops.” 

📽️ @MarcusRashford has some words of advice for the younger members of our squad. See more in the latest episode of @TeamViewer diaries 👇

#MUFC || #BringingYouCloser"
"🇧🇷 @Casemiro
🇪🇸 @D_DeGea
🇦🇷 @AGarnacho7

Our three Player of the Month nominees for November 👊

#MUFC"
"Leaving it late ⏳

Erik's Reds have scored five goals in stoppage time this season ⚽️

#MUFC"
"🔓 Unlock United with digital collectibles. Register now for an instant reward 👀

Powered by @Tezos and brought to you by Tezos ecosystem companies 🔋 

Follow @CollectMUFC for the latest on digital collectibles. 

#RegisterClaimUnlock || #CollectUnited"
"🗯 ""This kid has got real talent.""

Another strong showing for @AmadDiallo_19 over the weekend 👊

#MUFC"
"🎯 @B_Fernandes8 marked his 1️⃣0️⃣0️⃣th @PremierLeague appearance with an assist 👏

#MUFC || #PL"
"Some way to open your #PL account, @AGarnacho7 👏🔓

#MUFC || #FULMUN"
"Hannibal is heading to the #FIFAWorldCup with Tunisia! 🇹🇳🙌

#MUFC"
"🗣 ""He's a complete player."" 

There's plenty of praise for @ChrisEriksen8 in today's United Daily 👇

#MUFC"
"🆕 Club memorabilia is evolving. 
🔒 Register to hear more ⬇️

Powered by @Tezos and brought to you by Tezos ecosystem companies. 

#RegisterClaimUnlock || #CollectUnited"
"ℹ️ The details of our #CarabaoCup fourth-round clash with Burnley have been confirmed 👇

#MUFC"
"➡️ Follow @CollectMUFC to learn how club memorabilia is evolving. 

Get ready for digital collectibles. What will yours unlock? 🔓

#CollectUnited || #RegisterClaimUnlock https://t.co/Je9MVnACec"
"🔒 Club memorabilia is evolving. Get ready for digital collectibles. Register to hear more 😈

Powered by @Tezos and brought to you by Tezos ecosystem companies 🔋

#RegisterClaimUnlock || #CollectUnited"
"Special moments with our fantastic fans ❤️

A memorable final United away day before the World Cup break — we'll see you back at Old Trafford soon, Reds 👏 

#MUFC || #FULMUN https://t.co/WTE7n5avXF"
"❤️ @MU_Foundation BTEC Sport students recently met with members of our first team squad in a special event at Old Trafford.

#MUFC"
"ℹ️ Club statement.

#MUFC"
"All the feels ❤️

#MUFC || #FULMUN"
"""He was a brilliant teacher. The greatest influence on my career."" — Sir Bobby Charlton.

Today we're remembering the late, great Jimmy Murphy, who passed away on this day in 1989 ❤️ https://t.co/BnXpecZ3dy"
"The final line of defence 🚫

There were more top stops from @D_DeGea during #FULMUN 👏

#MUFC || #PL"
